id,source_id,source_name,title,content,published_at
2175,the-new-york-times,The New York Times,Trump’s Dorian Tweets Continue to Baffle Late-Night Hosts,The National Weather Service has to monitor the presidents tweets as closely as they monitor actual hurricanes. SETH MEYERS  Climate change. Its once again the top issue for many people in America partly because of the devastation of Hurricane Dorian  which i… [+835 chars],2019-09-06T06:49:39Z
2179,the-new-york-times,The New York Times,Andrew Yang’s Quest to ‘Make America Think Harder’,Mr. Yangs financial disclosure forms show that he received a total of$94 000 for 10 speeches he gave between April 2018 and February 2019; five of the paid speeches were to JPMorgan Chase at a rate of $10 000 each.They also show that Mr. Yang draws tens of th… [+1571 chars],2019-09-06T12:13:31Z
2183,bbc-news,BBC News,Thousands of Iranians support call for Iran world sport ban,Image copyrightGetty ImagesImage caption   Iranian judoka Saeid Mollaei reacts after his semi-final loss in the 2019 Judo World Championships  Iranians frustrated with their country's regime are calling for Iran to be banned from participating in world sport.… [+2867 chars],2019-09-06T14:13:52Z
2187,the-irish-times,The Irish Times,Banks urged to monitor political figures for money laundering,Banks have been urged to be particularly vigilant of the activities of politicians  their families and known close associates when it comes to detecting potential money laundering.  Central Bank director general for financial conduct Derville Rowland was spea… [+2396 chars],2019-09-06T09:30:49Z
2191,bbc-news,BBC News,Teemu Pukki: Norwich striker among August Premier League player of the month nominees,Teemu Pukki has averaged a goal every 71 minutes for newly-promoted Norwich City this season  Norwich City striker Teemu Pukki is among the nominees for August's Premier League player of the month award.  Pukki  29  has scored five goals in four appearances s… [+1147 chars],2019-09-06T12:02:27Z
2195,abc-news,ABC News,Former Starbucks CEO Howard Schultz formally announces he won't run in 2020,Former Starbucks CEO Howard Schultz announced in a letter to his supporters on Friday that he is formally forgoing an independent presidential run in 2020.  Interested in 2020 Elections?  Add 2020 Elections as an interest to stay up to date on the latest 2020… [+3298 chars],2019-09-06T12:45:07Z
2199,the-wall-street-journal,The Wall Street Journal,States to Launch Google  Facebook Antitrust Probes,WASHINGTONState attorneys general are formally launching separate antitrust probes into Facebook Inc. and Alphabet Inc.s Google unit starting next week  according to people familiar with the matter  putting added pressure on tech giants already under federal … [+228 chars],2019-09-06T09:30:00Z
2203,the-new-york-times,The New York Times,How One Bahamian Town  With 95 Percent of Homes Destroyed  Grapples with Dorian’s Legacy,More recently  Bahamians have bought into the resort. Others live on its outskirts.  Treasure Cays population ranges between several hundred and several thousand  depending on who is counting and who is being counted.  Stephanie Hield  63  the chairwoman of t… [+909 chars],2019-09-06T07:00:10Z
2207,the-irish-times,The Irish Times,Apple seeks to rehire hundreds of workers for new Siri programme,Apple has begun recruiting several hundred workers for its Siri grading team in Ireland only weeks after the company paused the programme  leading to the layoff of contract workers at its Cork facility.  The company has not confirmed figures for the new roles… [+72 chars],2019-09-06T16:02:11Z
2211,bbc-news,BBC News,US jobs growth weaker than expected,Image copyrightGetty Images  The US economy added 130 000 jobs last month  slowing more than expected  the latest official figures have shown.  Economists polled by Reuters had expected an increase of 158 000. In July  the economy had created 159 000 new jobs… [+940 chars],2019-09-06T12:53:38Z
2215,the-wall-street-journal,The Wall Street Journal,U.S. Farmers on China Tariffs: 'This Isn't Just a Chess Match',,2019-09-06T11:00:00Z
2219,abc-news,ABC News,Italy-EU honeymoon has just started  but needs to last,Italy's new coalition government has been hailed as good news for Europe  as a more Brussels-friendly lineup replaces the populist coalition in which right-wing leader Matteo Salvini and his euro-skeptic League held considerable sway.  But unless European cou… [+4309 chars],2019-09-06T16:47:57Z
2223,the-new-york-times,The New York Times,Home Health Aides: Low Wages  Long Hours,These are typically not present when the home health aide moves in with suitcase in hand. And with good intentions  the caregiver usually takes over  creating an awkward  artificial home life. When spicy Jamaican chicken is served instead of the familiar chee… [+1236 chars],2019-09-06T17:04:55Z
2227,the-new-york-times,The New York Times,August Jobs Report: What to Look For,A private survey of job creation at companies  the ADP National Employment Report  published on Thursday  showed a gain of 195 000 in August. Although there is limited correlation between ADPs figures and government data historically  at least one person was … [+1427 chars],2019-09-06T09:30:05Z
2231,bbc-news,BBC News,Police to have 'significant' presence at republican marches in Glasgow,Image copyright@JustShelbyMayImage caption   Riot police  a helicopter and dog units were deployed at the Govan parade  Police Scotland has said it will have a  significant  presence at two Irish republican marches through Glasgow on Saturday.  Glasgow City C… [+2224 chars],2019-09-06T12:50:05Z
2235,bbc-news,BBC News,2019/09/06 15:00 GMT,The latest five minute news bulletin from BBC World Service.,2019-09-06T15:06:00Z
2239,reuters,Reuters,Mexico expects relief on U.S. tariff threat as migrant flows drop,MEXICO CITY (Reuters) - Mexico does not expect the United States to threaten to put tariffs on its goods when it holds talks next week with U.S. officials about its efforts to curb migration from Central America  Foreign Minister Marcelo Ebrard said on Friday… [+2967 chars],2019-09-06T16:57:18Z
2243,the-irish-times,The Irish Times,BA faces more strikes if talks stall,The union representing British Airways pilots is considering further strikes beyond the first walkouts in the airlines history next week if the UK carrier refuses to go back to the negotiating table.  The warning comes as Britains flag carrier is set to face … [+1901 chars],2019-09-06T10:54:20Z
2247,business-insider,Business Insider,Nintendo quietly made a major change to how its online service works after adding 20 new Super Nintendo games this week (NTDOY),Nintendo made a major announcement this week: Super Nintendo games are finally part of the Netflix-like classic game subscription service offered on Nintendo Switch.    They don't add any cost to the $20 per year service  and a whopping 20 games were added in… [+972 chars],2019-09-06T13:14:27Z
2251,al-jazeera-english,Al Jazeera English,Brexit delay set to become law after winning Lords' approval,The United Kingdom's House of Lords - the upper chamber of the nation's Parliament - has on Friday afternoon approved a bill to delay Britain's withdrawal from the European Union.  Conservative peers had earlier in the week threatened to filibuster the fast-t… [+2900 chars],2019-09-06T15:30:00Z
2255,reuters,Reuters,Fed will continue to act 'as appropriate' to sustain U.S. growth,ZURICH (Reuters) - The U.S. Federal Reserve will continue to act “as appropriate” to sustain an economic expansion now in its 11th year  Fed Chair Jerome Powell said Friday in Zurich  repeating a pledge that financial markets have taken to signal a further re… [+741 chars],2019-09-06T17:12:41Z
2259,abc-news,ABC News,Poland's main opposition group launches election campaign,Poland's main opposition grouping has launched its campaign for October elections with a social program that appears to chime with the generous spending policies that have kept the ruling right-wing party atop opinion polls.  The Civic Coalition's program was… [+415 chars],2019-09-06T12:58:41Z
2263,business-insider,Business Insider,We went to Hot Topic and saw how the chain is beating the odds amid record-low mall traffic by catering to every pop culture niche,Hot Topic may have peaked in the 90s  but the teen accessories and clothing retailer is still thriving  selling merchandise from practically every fandom and obsession under the sun.    The chain has over 670 stores across the U.S. and Canada  despite declini… [+1142 chars],2019-09-06T15:50:22Z
2267,abc-news,ABC News,The Most Spookiest Time of the Year Has Arrived at Disneyland Resort,By submitting this form  you are granting Disney Parks Blog permission to email you. You can revoke permission to mail your email address at any time using the unsubscribe link  found at the bottom of every email. We take your privacy seriously. For more info… [+495 chars],2019-09-06T17:00:34Z
2271,cnn,CNN,The children of Stephon Clark  who was fatally shot by Sacramento police  will get $2.4 million from the city,(CNN)The city of Sacramento has agreed to pay $2.4 million to the two sons of Stephon Clark  the unarmed black man who was fatally shot last year by police  federal court documents filed in California show.  Most of the money will be placed into a trust for C… [+1480 chars],2019-09-06T11:17:28Z
2275,reuters,Reuters,Russia says Facebook  Google must ban political ads during election,MOSCOW (Reuters) - Russian state watchdog Roskomnadzor said on Friday it asked Facebook and Google to ban the publication of political advertising during elections on Sunday and on the preceding day  in line with Russian law.   Russia will hold several region… [+248 chars],2019-09-06T14:41:33Z
2279,business-insider,Business Insider,10 jobs that pay well and let you live out your childhood fantasy  from stunt performer to ice cream taster,Were you that kid with your head in the clouds? Are you still that kid? Get a 30 000-foot view of your future by pursuing a prestigious career as a pilot.    There are several licenses to choose from  but commercial and airline pilots are among the most popul… [+1117 chars],2019-09-06T16:10:00Z
2283,the-new-york-times,The New York Times,An Off-Road Thrill That Can End in Flames,In February 2016  the company told the safety agency that the hazard was worse than previously reported. It said 150 fires had been reported for RZRs made from 2014 to 2016  causing 11 injuries and Baylees death.  Two months later  it issued a global recall f… [+1825 chars],2019-09-06T09:00:11Z
2287,the-irish-times,The Irish Times,Tourist sued for complaining about hotel’s Nazi portraits,A German man is being sued by the owners of a four-star hotel in Austria after posting online reviews in which he criticised them for decorating their lobby with a portrait of a Nazi grandpa in a uniform adorned with a swastika.  The man  named in court docum… [+3036 chars],2019-09-06T12:18:33Z
2291,bbc-news,BBC News,Hurricane Dorian: Kayaking up the street on deluged US coast,VideoThe category one storm has left thousands of homes and businesses without power and inundated the coastline.,2019-09-06T16:52:41Z
2295,al-jazeera-english,Al Jazeera English,Robert Mugabe's most famous quotes,Zimbabwe's Former President Robert Mugabe has died aged 95. The death was announced by his succesor Emmerson Mnangagwa who mourned him as an  icon of liberation.    It is with the utmost sadness that I announce the passing on of Zimbabwe's founding father and… [+4531 chars],2019-09-06T06:02:16Z
2299,the-new-york-times,The New York Times,What Thumbelina Meant to a Young Girl,,2019-09-06T09:00:33Z
2303,al-jazeera-english,Al Jazeera English,Philippine court case: Opposition denies plot against government,The Philippine government is accusing the opposition and its supporters of plotting to overthrow President Rodrigo Duterte.  Dozens of people have been taken before the courts  where they have denied the allegations.  Al Jazeera's Jamela Alindogan reports fro… [+8 chars],2019-09-06T15:48:48Z
2307,the-new-york-times,The New York Times,Facebook Faces Antitrust Investigation by State Attorneys General,Regulators in eight states and the District of Columbia are moving forward with an antitrust investigation into Facebook  New Yorks attorney general said on Friday  the latest move by government officials to increase scrutiny of Americas technology giants.  E… [+735 chars],2019-09-06T12:48:53Z
2311,cnn,CNN,Washington Post: Trump was the one who altered Dorian trajectory map with Sharpie,Washington (CNN)President Donald Trump was the one who used a black Sharpie marker to alter an official National Oceanic and Atmospheric Administration map to include Alabama in Hurricane Dorian's trajectory during an Oval Office presentation earlier this wee… [+1647 chars],2019-09-06T12:54:59Z
2315,abc-news,ABC News,Tourists may pay tolls to drive San Francisco crooked street,Thousands of tourists could soon be forced to make reservations and pay to drive the famed crooked Lombard Street in San Francisco.  California lawmakers approved a bill Thursday granting San Francisco the power to establish a toll and reservation system for … [+553 chars],2019-09-06T17:00:19Z
2319,cnn,CNN,CEO of cannabis giant Canopy is on a media blitz to ease concerns,,2019-09-06T12:46:57Z
2323,the-new-york-times,The New York Times,‘We’re at War’: A Covert Social Media Campaign Boosts Military Rulers,Online critics are frequently jailed in Egypt. On July 7  a dual American-Egyptian citizen  Reem Mohamed Desouky  was arrested on arrival at Cairo airport with her 13-year-old son. Officials confiscated Ms. Desoukys phone  scrolled through her Facebook posts … [+1528 chars],2019-09-06T09:00:17Z
2327,the-irish-times,The Irish Times,Man was charged more than €60 000 for one beer,An Australian cricket journalist in Britain for the Ashes test series is claiming to have drank the most expensive beer in history after being charged more than 60 000 (£55 000) for the drink.  Peter Lalor  chief cricket writer for the Australian newspaper  s… [+1538 chars],2019-09-06T10:32:23Z
2331,reuters,Reuters,Fed will continue to act 'as appropriate' to sustain U.S. growth,ZURICH (Reuters) - The U.S. Federal Reserve will continue to act “as appropriate” to sustain an economic expansion now in its 11th year  Fed Chair Jerome Powell said Friday in Zurich  repeating a pledge that financial markets have taken to signal a further re… [+741 chars],2019-09-06T17:00:21Z
2335,al-jazeera-english,Al Jazeera English,World leaders react to Robert Mugabe's death,Robert Mugabe  the guerrilla leader who led Zimbabwe to independence in 1980 and ruled with an iron fist until his own army ended his almost four decade rule in 2017  has died. He was 95.  In announcing the longtime leader's death on Friday  Zimbabwe's incumb… [+2732 chars],2019-09-06T08:59:39Z
2339,bbc-news,BBC News,Ayub Hassan murder: Boy guilty of Kensington county lines stabbing,Image copyrightPA MediaImage caption   Ayub Hassan was described as  very kind and handsome  by a family friend  A 16-year-old boy who stabbed a teenager in the heart in a row over county lines drug dealing has been found guilty of murder.  Ayub Hassan  known… [+1315 chars],2019-09-06T14:45:50Z
2343,bbc-news,BBC News,Johnson: Parliamentarians trying to block Brexit,,2019-09-06T15:06:01Z
2347,al-jazeera-english,Al Jazeera English,Death and destruction stalks Bahamas in wake of Hurricane Dorian,An international relief effort was picking up across the Bahamas on Thursday after Hurricane Dorian  one of the most intense storms ever to hit the Caribbean  swept across the islands leaving at least 30 people dead and thousands missing.  Bahamian Health Min… [+5161 chars],2019-09-06T04:31:02Z
2351,cnn,CNN,Volkswagen's electric future is quickly taking shape,,2019-09-06T13:47:05Z
2355,the-irish-times,The Irish Times,US economy creates a modest 130 000 jobs in August,US job growth slowed to its weakest level in three months in August despite a boost from temporary hiring for census workers  as uncertainty stemming from the US-China trade war weighed on the labour market.  Non-farm payrolls rose by 130 000 last month  data… [+3843 chars],2019-09-06T14:12:41Z
2359,cnn,CNN,The allure of abandoned palaces,(CNN) Building wrecks come in all shapes and sizes  but when a palace falls apart  it tends to attract a greater level of fascination.  That's the premise behind a new book   Abandoned Palaces   which examines some of the most striking ruined chateaus  mansio… [+3905 chars],2019-09-06T10:02:18Z
2363,reuters,Reuters,UPDATE 1-Canada taking first formal step at WTO to challenge China's canola ban,OTTAWA (Reuters) - Canada  locked in a major dispute with China  is taking the first formal step at the World Trade Organization to challenge China’s decision to block Canadian canola exports  Trade Minister Jim Carr said on Friday.   Carr said in a statement… [+972 chars],2019-09-06T16:58:47Z
2367,newsweek,Newsweek,What Happened to Yeonjun? TXT Member Pulls Out of Another Performance Due to Health Concerns,Korean pop group Tomorrow x Together will once again perform without one of their members Saturday. Singer Yeonjun will not appear at The 29th Tokyo Girls Collection 2019 Autumn/Winter fashion event with his fellow band members after coming down with pink eye… [+2370 chars],2019-09-06T15:15:13Z
2371,the-irish-times,The Irish Times,NFL still keeping distance from legalised sports betting in US,The NFLs centennial season begins Thursday  an anniversary the league has already begun celebrating.  Some observers believe that a true transformation of the sports economics is only just starting now thanks to the advancing legalisation of sports betting ac… [+316 chars],2019-09-06T15:03:07Z
2375,bbc-news,BBC News,Robber convicted of blowing up cash machine in Clydebank,Image copyrightSpindriftImage caption   James Deeney told police he was in the area looking for his dog  A man has been convicted of blowing up a cash machine in a late-night raid which went wrong.  James Deeney targeted the ATM near a Farmfoods store in Clyd… [+1385 chars],2019-09-06T16:18:46Z
2379,cbs-news,CBS News,Pope Francis arrives in Madagascar after visit to Mozambique,,2019-09-06T17:20:42Z
2383,business-insider,Business Insider,Here's why Hurricane Dorian stalled and pummeled the Bahamas for over 24 hours,Following is the transcript of the video.  Narrator: This is Hurricane Dorian on September 1  2019. And here it is  more than 24 hours later. Still pummeling those same islands. [Pause] You see  Hurricane Dorian? It stalled right there in its path. In fact  a… [+2945 chars],2019-09-06T15:03:00Z
2387,cnn,CNN,Sheryl Crow has some new thoughts on her old feud with Walmart,,2019-09-06T14:53:49Z
2391,cbs-news,CBS News,Tracking Hurricane Dorian as it makes landfall in North Carolina,,2019-09-06T15:06:34Z
2395,reuters,Reuters,UK's Johnson described former PM Cameron as 'girly swot' in memo: Sky,LONDON (Reuters) - British prime minister Boris Johnson described one of his predecessors David Cameron as a “girly swot” in a memo which was disclosed to courts this week  Sky News reported on Friday.   A redacted version of the memo written by Johnson was p… [+1715 chars],2019-09-06T17:08:22Z
2399,abc-news,ABC News,Man throws urine on prosecutor during sentencing hearing,Police say a 28-year-old man awaiting sentencing on an attempted murder charge tossed urine on the prosecutor inside a Florida courtroom.  The attack happened Wednesday in Broward Circuit Judge Susan Alspector's courtroom. Albert Narvaez is now also charged w… [+556 chars],2019-09-06T14:09:11Z
2403,the-new-york-times,The New York Times,‘It Chapter Two’ | Anatomy of a Scene,Film directors walk viewers through one scene of their movies  showing the magic  motives and the mistakes from behind the camera.,2019-09-06T14:23:19Z
2407,the-irish-times,The Irish Times,President announces Frank Ormsby as new Ireland Professor of Poetry,Frank Ormsby has been awarded the prestigious position of the Ireland Professor of Poetry  President Michael D Higgins announced at a reception today in Queens University Belfast.   Ormsby will be the eighth Irish Professor of Poetry  taking over from its cur… [+3034 chars],2019-09-06T12:00:00Z
2411,bbc-news,BBC News,Italian GP: Charles Leclerc tops second practice,Ferrari's Charles Leclerc edged Lewis Hamilton's Mercedes to set fastest time in a weather-affected second practice at the Italian Grand Prix.   Leclerc  fresh from his maiden win in Belgium  was 0.068 seconds quicker than Hamilton. Ferrari's Sebastian Vettel… [+2083 chars],2019-09-06T14:33:11Z
2415,business-insider,Business Insider,An analyst who thinks Tesla is worth $0 sees even more bad news in August's delivery numbers (TSLA),Tesla's estimated deliveries for the month of August have the company's most bearish of Wall Street analysts on the edge of their seat as the end of the quarter approaches.    For Ed McCabe  head of equity trading at Highbridge Capital Management  InsideEV's … [+1797 chars],2019-09-06T14:42:57Z
2419,al-jazeera-english,Al Jazeera English,Baby in bag: US woman charged with trafficking at Manila airport,A female US national has been charged with human trafficking and kidnapping after she was caught at the international airport in the Philippine capital of Manila with a six-day-old baby hidden inside a bag.  Jennifer Talbot  43  allegedly attempted to bring t… [+1613 chars],2019-09-06T02:22:04Z
2423,cnn,CNN,How Alibaba could challenge China's music streaming king,,2019-09-06T11:47:14Z
2427,bbc-news,BBC News,Peter Tatchell on his experiences of Robert Mugabe,,2019-09-06T14:55:51Z
2431,reuters,Reuters,Canada says it is seeking WTO consultations with China over canola export ban,OTTAWA  Sept 6 (Reuters) - Canada is taking the first formal step at the World Trade Organization to challenge China’s decision to block Canadian canola exports  Trade Minister Jim Carr said on Friday.   Carr said in a statement that Ottawa was seeking bilate… [+139 chars],2019-09-06T16:38:10Z
2435,reuters,Reuters,Serbia  Spain reach World Cup knockout rounds,BEIJING (Reuters) - Heavyweights Serbia and Spain advanced to the basketball World Cup quarter-finals with a match to spare and were joined by Poland and Argentina after all four sides won their opening second group stage matches on Friday.   Serbia mauled Pu… [+2276 chars],2019-09-06T15:39:00Z
2439,business-insider,Business Insider,7 things people who are good with money never buy,When it comes to leasing  Khalfani-Cox says that someone who's good with money will likely turn the other way.  They're not going to say  'oh  let me lease this $50 000 car  and then next year let me lease another one '  she says.    Leases will still involve… [+679 chars],2019-09-07T17:15:00Z
2443,cbs-news,CBS News,NOAA backs up Trump's claim that Dorian could impact Alabama,The National Oceanic and Atmospheric Administration backed up President Trump's ongoing assertions that Alabama appeared initially to be in the path of Hurricane Dorian.    From Wednesday  August 28  through Monday  September 2  the information provided by NO… [+2682 chars],2019-09-07T12:49:56Z
2447,business-insider,Business Insider,An Air National Guard crew reportedly stopped by Trump's luxury resort on their flight to the Middle East,An Air National Guard five-person crew for a C-17 plane stopped by Trump Turnberry  the president's luxury golf resort in Scotland  during a supply trip from the US to Kuwait this spring  according to a Politico report published on Friday night.    The crew f… [+2550 chars],2019-09-07T03:10:10Z
2451,newsweek,Newsweek,Hurricane Dorian Backs Off U.S. East Coast  Barrels Toward Nova Scotia,Hurricane Doriannow downgraded to a category 1 stormis backing away from the east coast of the U.S. and heading toward Nova Scotia.  According to an advisory issued by the National Hurricane Center (NHC) Friday evening  Dorian could hit the region by late Sat… [+2405 chars],2019-09-07T14:52:28Z
2455,business-insider,Business Insider,The mysterious spate of vape-related deaths and illnesses continues to grow  confounding experts. Here's what officials knew and when.,The mysterious spate of vaping-related illnesses and deaths continues to grow.    On Friday the Center for Disease Control announced that at least 450 possible cases of vape-related illnesses have been reported in 33 states across the US. The illnesses have r… [+1381 chars],2019-09-07T16:45:27Z
2459,the-new-york-times,The New York Times,A Cruel Parody of Antitrust Enforcement,Mr. Trump reacted to the deal with predictable fury. The administration denounced it as a P.R. stunt  and threatened to end Californias longstanding authority to set its own tougher fuel efficiency standards an attempt that would surely end up in court.  Now … [+928 chars],2019-09-07T00:03:06Z
2463,the-wall-street-journal,The Wall Street Journal,What Matters This Week in the 2020 Race,For Democrats aspiring to be president  the warm-up lap just ended.  As Campaign 2020 moved past the Labor Day milepost this week  that sound you could hear around the country was candidate engines kicking into high gear. Travel to Iowa  home of the inaugural… [+276 chars],2019-09-07T04:01:00Z
2467,the-new-york-times,The New York Times,Climate Change Takes Center Stage: This Week in the 2020 Race,He also criticized the Mexico City agreement  a federal policy that bars foreign aid to any organization that performs or actively promotes abortion as a method of family planning. Because many groups that provide birth control and other services also perform… [+1052 chars],2019-09-07T09:57:24Z
2471,bbc-news,BBC News,Iran to speed up nuclear cycle in new deal breach,Image copyrightEPAImage caption   Hassan Rouhani (2nd right) says European partners can save the nuclear deal  Iran says it has begun using new advanced centrifuges to enrich uranium - the latest step in reducing its commitments under a 2015 nuclear deal with… [+2783 chars],2019-09-07T06:49:30Z
2475,business-insider,Business Insider,I stood semi-naked in a futuristic metal chamber filled with -120 degree Celsius air  and I'd do it again anytime,Baby  it's cold inside.    Embrace that cold. That cold is good for you.    At least that's what proponents of cryotherapy claim. Cryotherapy emerged around 2015 as a recovery method for elite athletes like LeBron James and slowly found its way into mainstrea… [+1054 chars],2019-09-07T13:55:00Z
2479,bbc-news,BBC News,Women's Super League Highlights: Bristol City 0-0 Brighton,Watch highlights as goalkeeper Sophie Baggaley saves a penalty to help Bristol City share the points with Brighton at Ashton Gate.   WATCH MORE: WSL highlights: Man City 1-0 Man Utd  Available to UK users only.,2019-09-07T16:38:22Z
2483,cnn,CNN,Lenny Kravitz opens up about devastation in Bahamas after Hurricane Dorian - CNN Video,Chat with us in Facebook Messenger. Find out what's happening in the world as it unfolds.,2019-09-07T09:23:21.8000074Z
2487,cbs-news,CBS News,Trump's feud with weather officials over Alabama tweet ramps up,,2019-09-07T11:48:32Z
2491,cnn,CNN,Trump's other trade war could hit European cheeses and olive oil,New York (CNN)The steady stream of customers walking into Di Palo's on a recent afternoon were greeted by giant cheese wheels  meat hanging from the ceiling and bottles of olive oil lined up on the shelves -- a century-old array that's at risk because of Pres… [+4310 chars],2019-09-07T13:14:41Z
2495,reuters,Reuters,UPDATE 1-Cricket-England narrowly avoid follow-on against Australia,(Updates after England all out)   By Simon Evans   MANCHESTER  England  Sept 7 (Reuters) - England narrowly avoided the follow-on after they were bowled out for 301 at Old Trafford on Saturday leaving Australia with a lead of 196 runs as they head into their … [+1557 chars],2019-09-07T13:50:38Z
2499,reuters,Reuters,Pope says deforestation must be treated as a global threat,ANTANANARIVO (Reuters) - Pope Francis said on Saturday rapid deforestation and the loss of biodiversity in individual countries should not be treated as local issues since they threaten the future of the planet.   Francis made his appeal on a visit to Madagas… [+3286 chars],2019-09-07T16:41:18Z
2503,al-jazeera-english,Al Jazeera English,Xinjiang: The story China wants the world to forget,,2019-09-07T11:39:32Z
2507,the-new-york-times,The New York Times,A State Wrestles With Its Imagery: A Sword Looming Over a Native American,William F. Galvin  secretary of the commonwealth  who is also chair of the Massachusetts Historical Commission  said the first task in any discussion about changing the seal should be to establish the intent of its symbolism.  The 400th anniversary is a good … [+1636 chars],2019-09-07T14:29:54Z
2511,cbs-news,CBS News,The Dish: Chef Victoria Blamey shares her signature recipes,Born in Santiago  Chile  Victoria Blamey was a college student studying history when she changed her plans and went off to cooking school. That led to jobs in Britain  Australia  Spain  and New York  where she won acclaim for reviving the historic 1920s speak… [+2769 chars],2019-09-07T17:19:29Z
2515,the-wall-street-journal,The Wall Street Journal,The Margin: Serena aims to match Margaret Court’s Grand Slam record at U.S. Open,Everyone believes this is finally the moment for Serena Williams to win her record-tying 24th major title.  Williams has lost in her last three major finals  most recently at Wimbledon this summer. But heading into todays U.S. Open final against Bianca Andree… [+814 chars],2019-09-07T15:26:43Z
2519,bbc-news,BBC News,Antonio Brown: Oakland Raiders release wide receiver before opening game,The Oakland Raiders have released wide receiver Antonio Brown just two days before the team's NFL season opener.  Brown  31  was fined on Friday after a confrontation with Raiders general manager Mike Mayock but was expected to face the Denver Broncos on Mond… [+584 chars],2019-09-07T16:31:44Z
2523,business-insider,Business Insider,Roku is giving Sonos a run for its money with its new family of TV speakers — and it’s a brilliant business move (ROKU  SONO),Roku doesn't want to be a company that only makes media-streaming players.    Over the past several years  Roku has diversified its products and expanded into the larger TV space. It really kicked off in 2014  when the company started making its own branded s… [+2706 chars],2019-09-07T13:17:00Z
2527,the-new-york-times,The New York Times,Sacha Baron Cohen Plays It Straight in ‘The Spy’,I had also been offered different versions of the Eli Cohen story  but they didnt happen for various reasons. Finally  a number of years ago  I read Gideons script  and I couldnt put it down. So I gave up this position of avoiding Jewish or Israeli roles.  In… [+1684 chars],2019-09-07T09:57:34Z
2531,cbs-news,CBS News,Saturday Sessions: J.S. Ondara performs  Torch Song ,,2019-09-07T12:54:03Z
2535,reuters,Reuters,A Minute With: Donald Sutherland on working hard and chilling with Jagger,VENICE  Italy (Reuters) - Donald Sutherland closes the Venice Film Festival on Saturday with art thriller “The Burnt Orange Heresy”  about a greedy art critic who goes to extreme lengths for success and fame.   The 84-year-old Hollywood veteran plays a reclus… [+2385 chars],2019-09-07T16:10:04Z
2539,bbc-news,BBC News,Typhoon Lingling: North Korea on alert as storm threatens crops,Image copyrightEPAImage caption   In South Korea the typhoon toppled thousands of trees and disrupted hundreds of flights  North Korean leader Kim Jong-un has chaired an emergency meeting of government officials as a powerful typhoon began to batter the count… [+1742 chars],2019-09-07T14:14:12Z
2543,abc-news,ABC News,Hong Kong braces for airport protests after overnight unrest,Hong Kong authorities are limiting airport transport services and controlling access to terminals as they brace for a second weekend of disruption following overnight demonstrations that turned violent.  The airport says the express train service will run Sat… [+605 chars],2019-09-07T01:22:03Z
2547,bbc-news,BBC News,Italian GP crash: Final practice delayed by Formula 3 Peroni accident,The Formula 3 crash happened at the high-speed Parabolica corner  Final practice at the Italian Grand Prix was delayed by 10 minutes after a huge accident in the Formula 3 race.  Australian Alex Peroni was launched into the air by a kerb at the fast Parabolic… [+956 chars],2019-09-07T10:42:30Z
2551,the-irish-times,The Irish Times,Nothing boosts the cinema experience like a mass walkout,Theres so much to the theatrical experience that you cant get from a watching a film on even the biggest television. The communal buzz. The enveloping darkness. The sound of seats snapping up as disgusted punters storm ostentatiously from the auditorium.  I'm… [+4707 chars],2019-09-07T05:06:00Z
2555,abc-news,ABC News,Zimbabwe mourns for Mugabe as flags fly at half-staff,Days of official mourning have begun in Zimbabwe for Robert Mugabe  who had become a national hero despite decades of rule that left the country struggling.  Mugabe  an ex-guerrilla chief who took power in 1980 when Zimbabwe shook off white minority rule and … [+485 chars],2019-09-07T09:52:11Z
2559,the-irish-times,The Irish Times,Thanks  Penneys: Behind the scenes as the fashion empire turns 50,What happens behind the scenes at Penneys  the Irish fashion chain  which turns 50 this year? At the Dublin headquarters we meet six key people in the empire  which now has 371 Penneys and Primark stores here and across Europe and the United States  with more… [+8197 chars],2019-09-07T05:00:00Z
2563,the-wall-street-journal,The Wall Street Journal,In the Race to Dominate 5G  China Has an Edge,Tongguan  China   On either side of the brown river running through this misty mountain village  residents live in wooden huts without window panes. Chickens and cats mingle on the road.  But this southwestern Chinese backwater has seen a glimpse of the futur… [+89 chars],2019-09-07T04:15:26Z
2567,reuters,Reuters,Italian railways plans to bid for $20 bln U.S. contract,CERNOBBIO  Italy (Reuters) - Italian railway group Ferrovie dello Stato (FS) plans to bid for a contract in the United States with an overall value of $20 billion  Chief Executive Gianfranco Battisti said on Saturday.   The bid is part of FS’s efforts to bran… [+994 chars],2019-09-07T11:14:49Z
2571,al-jazeera-english,Al Jazeera English,Cameroon: Opposition leader's trial condemned,Following anti-government protests  opposition leader Maurice Kamto and more than 80 other politicians were arrested in January. Human rights groups are calling for the immediate release of Kamto and say it is part of a violent crackdown by the president agai… [+203 chars],2019-09-07T12:26:07Z
2575,business-insider,Business Insider,The chief strategist at a $1 trillion investing giant says Trump is doomed to lose his trade war — and explains why that would be the best possible outcome for markets,President Donald Trump is used to making big demands — and in the trade war  those demands might be far grander than anything he's able to win.    While the president has vowed to curb intellectual property theft and forced technology transfers  free up trade… [+2924 chars],2019-09-07T10:05:00Z
